mode,dir,arm,offset,size,depth,workers,alignment,page_offset,kc,ops_per_rep,io_ns_median,io_ns_mad,wall_ns_per_op,minflt_io_median,instructions_per_op,cycles_per_op,thread_op_ns_median
threaded,write,a0,0,65536,1,16,16,16,16,3584,29560022.5,1608011.0,8247.774135044643,0.0,928.7272401147959,1770.166693239796,median
threaded,write,a0,0,65536,1,32,16,16,16,7168,77273718.0,5950957.5,10780.373604910714,0.0,948.0528738839286,2105.4905133928573,median
threaded,write,a0,0,1048576,1,2,16,16,16,448,28604344.0,795079.5,63848.982142857145,0.0,870.7904974489795,2697.2901785714284,median
threaded,write,a0,0,1048576,1,4,16,16,16,896,77213595.5,2828823.0,86175.88783482143,0.0,900.7576530612245,4156.514508928572,median
threaded,write,a0,0,1048576,1,8,16,16,16,1792,262611257.5,7250828.0,146546.46065848213,0.0,916.3382493622449,6350.262834821428,median
threaded,write,a0,0,1048576,1,16,16,16,16,3584,563625637.5,12001475.0,157261.6176060268,0.0,931.9952566964286,7369.200733418367,median
threaded,write,a0,0,1048576,1,32,16,16,8,3584,594549536.5,15990197.0,165889.93763950892,0.0,960.4813855229593,7844.661272321428,median
threaded,write,a7,0,65536,1,2,4096,0,16,448,1921365.5,93267.0,4288.762276785715,0.0,861.8778698979593,1559.1546556122448,median
threaded,write,a7,0,65536,1,4,4096,0,16,896,4007116.0,345426.0,4472.227678571428,0.0,876.3459821428571,1464.2227359693877,median
threaded,write,a7,0,65536,1,8,4096,0,16,1792,12702583.5,663379.0,7088.495256696428,0.0,909.3369738520407,1769.55859375,median
threaded,write,a7,0,65536,1,16,4096,0,16,3584,30939600.5,1322047.5,8632.70103236607,0.0,921.6010443239795,1947.1966677295918,median
threaded,write,a7,0,65536,1,32,4096,0,16,7168,74275051.0,3505181.5,10362.032784598214,0.0,944.4350087691327,2116.60865752551,median
threaded,write,a7,0,1048576,1,2,4096,0,16,448,28256614.5,1212056.0,63072.80022321428,0.0,874.1709183673469,2695.674744897959,median
threaded,write,a7,0,1048576,1,4,4096,0,16,896,76792000.0,5637527.5,85705.35714285714,0.0,893.4714604591836,4292.940051020409,median
threaded,write,a7,0,1048576,1,8,4096,0,16,1792,248865123.5,5680980.5,138875.626953125,0.0,921.785475127551,6201.536910076531,median
threaded,write,a7,0,1048576,1,16,4096,0,16,3584,552711762.0,31249123.5,154216.45145089287,0.0,943.6830357142857,8239.488121811224,median
threaded,write,a7,0,1048576,1,32,4096,0,8,3584,595579274.0,28376561.5,166177.25279017858,0.0,962.0498246173469,8287.10299744898,median
