r1-0000,45213825.0,70065930.0,562.64
r1-0001,316748574.0,399225287.0,1626.12
r1-0002,4765386.0,8246807.0,239.26
r1-0003,45214703.0,57784879.0,244.89
r1-0004,64438211.0,78806316.0,447.43
r1-0005,4838697.0,9260228.0,252.25
r1-0006,4825430.0,9945262.0,233.25
r1-0007,219953042.0,288667302.0,747.52
r1-0008,165370938.0,190247616.0,824.22
r1-0009,242715310.0,293760061.0,1051.49
r1-0010,326497686.0,389543958.0,1379.38
r1-0011,329718294.0,435993290.0,1395.67
r1-0012,206428437.0,253093421.0,698.36
r1-0013,231740905.0,272331035.0,841.28
r1-0014,431997867.0,528878873.0,1540.28
r1-0015,398595834.0,487937224.0,1542.42
r1-0016,33942628.0,40285578.0,326.92
r1-0017,156041997.0,192467767.0,577.76
r1-0018,66392096.0,86994181.0,606.82
r1-0019,257057502.0,311048289.0,1193.78
r1-0020,159709526.0,190527891.0,617.86
r1-0021,124563249.0,150456734.0,458.95
r1-0022,87587395.0,125263130.0,700.18
r1-0023,4763144.0,9645963.0,233.21
r1-0024,64453444.0,85171487.0,369.21
r1-0025,84978633.0,108368553.0,419.12
r1-0026,172320304.0,202311197.0,630.85
r1-0027,45210461.0,61234156.0,245.1
r1-0028,44282288.0,56498658.0,431.82
r1-0029,33940052.0,43174848.0,313.87
r1-0030,511273422.0,606814026.0,2084.14
r1-0031,124576870.0,152083151.0,482.52
r1-0032,64166759.0,80012677.0,452.57
r1-0033,235948838.0,317976647.0,812.43
r1-0034,312950455.0,379919067.0,1286.48
r1-0035,66394987.0,99303455.0,620.52
r1-0036,84584321.0,109673682.0,492.89
r1-0037,426843873.0,623148125.0,1445.44
r1-0038,330598976.0,400456837.0,1389.05
r1-0039,4786285.0,7718637.0,215.52
r1-0040,320557983.0,382459870.0,1241.03
r1-0041,84600370.0,101920714.0,554.77
r1-0042,84876463.0,106237597.0,467.96
r1-0043,85705522.0,100184184.0,473.05
r1-0044,341808321.0,410761056.0,1694.95
r1-0045,126823571.0,147314097.0,664.35
r1-0046,33503133.0,41620996.0,375.73
r1-0047,127106710.0,151101415.0,702.28
r1-0048,84979166.0,102944469.0,374.69
r1-0049,449193629.0,556596861.0,1868.08
r1-0050,33657153.0,40727798.0,317.46
r1-0051,257061171.0,327380536.0,1044.44
r1-0052,511280756.0,590360231.0,2312.04
r1-0053,33658040.0,40059190.0,301.47
r1-0054,245253921.0,337847112.0,896.85
r1-0055,511283717.0,592736653.0,2511.1
r1-0056,43917062.0,54124152.0,333.8
r1-0057,341807301.0,424478486.0,1771.54
r1-0058,66392895.0,95075966.0,664.82
r1-0059,34616380.0,53859376.0,475.07
r1-0060,43734035.0,54243359.0,379.69
r1-0061,330726992.0,389978676.0,1409.71
r1-0062,4778030.0,9671201.0,225.26
r1-0063,161670991.0,200196142.0,638.83
r1-0064,34613726.0,53941269.0,484.57
r1-0065,33643377.0,42141858.0,364.88
r1-0066,4820736.0,11981062.0,243.7
r1-0067,164654320.0,207639744.0,710.25
r1-0068,4825412.0,9433202.0,247.15
r1-0069,33506790.0,40623093.0,364.65
r1-0070,164057958.0,196811409.0,789.87
r1-0071,43714402.0,53147164.0,397.92
r1-0072,172325469.0,205640563.0,1035.44
r1-0073,64740769.0,99112940.0,450.42
r1-0074,125332781.0,160377126.0,621.71
r1-0075,471349737.0,586139703.0,1991.94
r1-0076,4823030.0,9599353.0,242.74
r1-0077,125712190.0,178349626.0,639.59
r1-0078,44254069.0,54576641.0,390.96
r1-0079,129947488.0,148698168.0,503.11
r1-0080,450847789.0,609668950.0,1575.25
r1-0081,64439322.0,74260219.0,417.95
r1-0082,84210232.0,116532282.0,488.55
r1-0083,85674573.0,110099021.0,447.53
r1-0084,33929094.0,42419047.0,378.19
r1-0085,43906230.0,64417315.0,404.1
r1-0086,43920113.0,55922609.0,303.82
r1-0087,64174644.0,76934162.0,388.72
r1-0088,4828971.0,8894105.0,236.51
r1-0089,43723145.0,55180594.0,336.04
r1-0090,308063229.0,359073612.0,1419.85
r1-0091,257058985.0,286122179.0,1240.46
r1-0092,246509211.0,298044835.0,960.19
r1-0093,64979276.0,83116748.0,407.51
r1-0094,323131417.0,396883626.0,1529.71
r1-0095,44295735.0,52771181.0,330.04
r1-0096,129951257.0,217117559.0,875.77
r1-0097,477458250.0,567489987.0,1821.59
r1-0098,165031048.0,212075331.0,688.38
r1-0099,172325320.0,209444197.0,918.57
r1-0100,127100936.0,162349190.0,626.72
r1-0101,33502329.0,44407074.0,386.48
r1-0102,34618281.0,52467217.0,475.22
r1-0103,4764288.0,8180711.0,224.56
r1-0104,87590354.0,125201730.0,756.76
r1-0105,246802811.0,310235072.0,871.0
r1-0106,87588167.0,101858647.0,536.8
r1-0107,165922266.0,209927596.0,674.23
r1-0108,124410089.0,148333491.0,479.86
r1-0109,85640064.0,103322218.0,498.86
r1-0110,64163947.0,83023097.0,409.39
r1-0111,125418251.0,159657735.0,597.43
r1-0112,166915372.0,214739268.0,595.47
r1-0113,477975412.0,607755926.0,1838.87
r1-0114,64996638.0,79400799.0,450.88
r1-0115,4785961.0,8382065.0,227.37
r1-0116,341813863.0,412060509.0,1895.82
r1-0117,129947914.0,153723795.0,797.23
r1-0118,240096793.0,301283613.0,888.39
r1-0119,381078493.0,469881870.0,1070.44
r2-0000,4818899.0,12227483.0,233.33
r2-0001,43728559.0,54658514.0,412.34
r2-0002,64980632.0,93765856.0,427.5
r2-0003,511279564.0,610501464.0,2337.89
r2-0004,236319710.0,308427864.0,958.87
r2-0005,329986261.0,421820838.0,1515.5
r2-0006,4785497.0,8680900.0,239.76
r2-0007,172323339.0,217924952.0,795.29
r2-0008,33505577.0,44507749.0,370.23
r2-0009,45214847.0,63340396.0,517.94
r2-0010,64994565.0,93514633.0,403.06
r2-0011,257062901.0,310566208.0,1294.55
r2-0012,511281020.0,586722836.0,2557.33
r2-0013,33933073.0,42370846.0,355.26
r2-0014,33494114.0,41401065.0,352.34
r2-0015,82123317.0,111640556.0,504.73
r2-0016,329567696.0,405996927.0,1638.96
r2-0017,168137876.0,196301295.0,692.05
r2-0018,33641855.0,41004322.0,220.88
r2-0019,85693256.0,111794400.0,417.95
r2-0020,43913434.0,56593576.0,410.93
r2-0021,4765356.0,8197933.0,233.67
r2-0022,84595174.0,106579834.0,378.67
r2-0023,33508485.0,43012482.0,367.92
r2-0024,43733844.0,58262324.0,367.8
r2-0025,329988801.0,453876579.0,1572.41
r2-0026,4763488.0,7586243.0,200.9
r2-0027,84613213.0,105092205.0,439.45
r2-0028,126532387.0,172790679.0,704.5
r2-0029,33944353.0,43111208.0,363.36
r2-0030,85669836.0,105119658.0,502.5
r2-0031,125869672.0,158855995.0,748.46
r2-0032,33663621.0,42040475.0,366.81
r2-0033,167263591.0,212574227.0,629.72
r2-0034,257060076.0,293908375.0,1172.86
r2-0035,325670342.0,393705531.0,1633.54
r2-0036,125418320.0,145816768.0,577.68
r2-0037,172325345.0,202526860.0,1013.84
r2-0038,425750259.0,546212613.0,1954.17
r2-0039,87588878.0,108109801.0,568.76
r2-0040,237386539.0,299133841.0,880.95
r2-0041,341805774.0,425225879.0,1755.03
r2-0042,160346601.0,198874636.0,618.62
r2-0043,44269445.0,54510730.0,346.2
r2-0044,34616380.0,51009076.0,457.0
r2-0045,4842885.0,7947078.0,224.89
r2-0046,341804356.0,457605453.0,2128.05
r2-0047,66391319.0,97653412.0,659.94
r2-0048,318205013.0,400281331.0,1383.2
r2-0049,239569215.0,311514402.0,1098.52
r2-0050,43723582.0,57546645.0,408.03
r2-0051,4757359.0,9442935.0,229.73
