mode,dir,arm,offset,size,depth,workers,alignment,page_offset,kc,ops_per_rep,io_ns_median,io_ns_mad,wall_ns_per_op,minflt_io_median,instructions_per_op,cycles_per_op,thread_op_ns_median
ladder,read,a6,0,65536,4,1,2048,0,16,16,102475.0,1989.0,6404.6875,0.0,30766.75,2099.1160714285716,
ladder,read,a6,0,65536,8,1,2048,0,16,16,80577.0,1573.0,5036.0625,0.0,30764.428571428572,11347.857142857143,
ladder,read,a6,0,65536,16,1,2048,0,16,16,84755.5,1362.5,5297.21875,0.0,30768.008928571428,7077.651785714285,
ladder,read,a6,0,65536,32,1,2048,0,16,16,74861.0,1107.5,4678.8125,0.0,30766.8125,-1137.1875,
ladder,read,a6,0,1048576,1,1,2048,0,16,16,1558139.0,108762.5,97383.6875,0.0,484606.70535714284,130534.01785714286,
ladder,read,a6,0,1048576,2,1,2048,0,16,16,1580999.0,28460.0,98812.4375,0.0,484607.25,111905.21428571429,
ladder,read,a6,0,1048576,4,1,2048,0,16,16,1566445.0,74064.0,97902.8125,0.0,484606.8660714286,118783.77678571429,
ladder,read,a6,0,1048576,8,1,2048,0,16,16,2551886.0,217494.5,159492.875,0.0,484606.9464285714,223183.98214285713,
ladder,read,a6,0,1048576,16,1,2048,0,16,16,1540519.5,69084.5,96282.46875,0.0,484608.16964285716,142025.76785714287,
ladder,read,a6,0,1048576,32,1,2048,0,16,16,2169058.0,118507.5,135566.125,0.0,484607.22321428574,180320.42857142858,
ladder,read,a7,0,4096,1,1,4096,0,16,16,15410.0,20.0,963.125,0.0,2398.776785714286,-7120.276785714285,
ladder,read,a7,0,4096,2,1,4096,0,16,16,15139.5,20.5,946.21875,0.0,2399.0178571428573,4898.008928571428,
ladder,read,a7,0,4096,4,1,4096,0,16,16,14789.0,40.0,924.3125,0.0,2397.6785714285716,360.39285714285717,
ladder,read,a7,0,4096,8,1,4096,0,16,16,15510.5,10.5,969.40625,0.0,2399.4375,-621.5446428571429,
