arm,branch-misses_u_per_op,cache-misses_u_per_op,cycles_u_per_op,depth,instructions_u_per_op,ok,op,ops,request_size,sys_ns_per_op,user_ns_per_op,wall_ns_per_op,word_sum,write_runner_verified
z1b,2.7815115792410716,45.103506905691965,879.146955217634,32,636.3973911830357,True,write,16384,4096,4948.1201171875,624.1455078125,2835.3262329101562,0,True
z1bw,3.863490513392857,57.167288643973215,1120.7562691824776,32,823.8646763392857,True,write,16384,4096,6752.5634765625,394.53125,3368.3176879882812,0,True
z2,7.213631766183036,59.59681919642857,2019.1849452427455,32,2863.212559291295,True,write,16384,4096,4507.6904296875,335.75439453125,2631.5822143554688,0,True
z3w1,8.38812255859375,64.38742501395089,2527.1768101283483,32,3714.0661185128347,True,write,16384,4096,4110.595703125,613.09814453125,2598.8853759765625,0,True
z3w4,15.013026646205358,120.19041224888393,3226.9295741489955,32,4051.2140677315847,True,write,16384,4096,10710.14404296875,1628.84521484375,4551.069641113281,0,True
z1,2.4453560965401784,33.265049525669646,789.2767857142857,64,609.7127947126116,True,write,16384,4096,5820.80078125,137.63427734375,3216.0198364257812,0,True
z1b,2.7552926199776784,55.406276157924104,845.7962733677456,64,636.8021153041294,True,write,16384,4096,5220.3369140625,383.056640625,2827.2835693359375,0,True
z1bw,3.57135009765625,56.97126988002232,1049.5371704101562,64,820.8660888671875,True,write,16384,4096,7255.859375,296.2646484375,3330.0054321289062,0,True
z2,6.85205078125,66.76372419084821,2004.1668788364955,64,2928.144775390625,True,write,16384,4096,4453.857421875,90.2099609375,2385.4000854492188,0,True
z3w1,8.376935686383929,64.58560616629464,2652.964425223214,64,3929.8917061941966,True,write,16384,4096,4399.7802734375,329.9560546875,2418.3423461914062,0,True
z3w4,11.613734654017858,81.09815325055804,2745.185468401228,64,3984.9342302594864,True,write,16384,4096,9921.0205078125,457.1533203125,3704.1046752929688,0,True
z1,6.705496651785714,611.1512276785714,10544.232142857143,8,6968.719447544643,True,write,1024,65536,18016.6015625,0.0,10580.0341796875,0,True
z1b,6.097795758928571,691.8253348214286,8765.53138950893,8,6997.469029017857,True,write,1024,65536,14820.3125,2939.453125,10404.7607421875,0,True
z1bw,10.390206473214286,450.22670200892856,8563.053292410714,8,7280.797293526785,True,write,1024,65536,13887.6953125,11097.65625,13623.9033203125,0,True
z2,15.388253348214286,692.1498325892857,12152.720424107143,8,9545.32700892857,True,write,1024,65536,17236.328125,0.0,10965.0283203125,0,True
z3w1,20.951171875,825.0358537946429,13558.964285714286,8,11683.297154017857,True,write,1024,65536,19225.5859375,0.0,11541.4892578125,0,True
z1,4.912388392857143,985.6311383928571,73407.01618303571,8,108085.02845982143,True,write,256,1048576,268972.65625,111226.5625,104888.51171875,0,True
z1b,7.630580357142857,5047.858258928572,115700.65178571429,8,108119.40066964286,True,write,256,1048576,86765.625,37300.78125,77159.8515625,0,True
z1bw,31.581473214285715,5441.020089285715,151201.8364955357,8,108843.34263392857,True,write,256,1048576,153222.65625,16179.6875,94264.65625,0,True
z2,44.978236607142854,8962.279017857143,147655.58984375,8,111414.99107142857,True,write,256,1048576,105242.1875,60542.96875,98604.86328125,0,True
z3w1,53.384486607142854,6692.344308035715,154040.88560267858,8,115123.52622767857,True,write,256,1048576,60691.40625,71031.25,81143.72265625,0,True
