phase,arm,size,slots,regime,ops_per_rep,kc,window_bytes,alloc_ns_median,alloc_ns_mad,alloc_ns_per_buffer,io_ns_median,io_ns_mad,io_ns_per_first_read,io_ns_per_op,total_to_first_io_ns_median,total_to_first_io_ns_mad,total_to_first_io_ns_per_buffer,touch_ns_median,touch_ns_mad,touch_ns_per_page,destroy_ns_median,minflt_alloc_median,minflt_io_median,minflt_touch_median,minflt_total_median,construct_ns,construct_minflt,prefault_ns,prefault_minflt,instructions_per_unit,cycles_per_unit
A,b1,4096,32,pinned,32,,,100054.0,817.0,3126.6875,,,,,,,,,,,97384.0,32.0,,,,,,,,19343.57589285714,7223.691964285715
A,b1,4096,128,pinned,128,,,401093.5,11161.5,3133.54296875,,,,,,,,,,,426102.0,128.0,,,,,,,,2322.6350446428573,1599.318080357143
A,b1,65536,1,pinned,1,,,4068.0,431.0,4068.0,,,,,,,,,,,5936.5,1.0,,,,,,,,273726.28571428574,52144.0
A,b1,65536,8,pinned,8,,,28390.0,1337.0,3548.75,,,,,,,,,,,25764.5,8.0,,,,,,,,36720.857142857145,13361.267857142857
A,b1,65536,32,pinned,32,,,104843.5,2485.0,3276.359375,,,,,,,,,,,103400.5,32.0,,,,,,,,3079.3526785714284,3728.4241071428573
A,b1,65536,128,pinned,128,,,555558.5,46951.5,4340.30078125,,,,,,,,,,,586153.0,128.0,,,,,,,,1098.802455357143,-333.59263392857144
A,b1,1048576,1,pinned,1,,,5531.0,370.5,5531.0,,,,,,,,,,,4403.0,1.0,,,,,,,,219371.42857142858,86575.42857142857
A,b1,1048576,8,pinned,8,,,33530.0,1984.5,4191.25,,,,,,,,,,,32748.5,8.0,,,,,,,,-921.8928571428571,5590.696428571428
A,b1,1048576,32,pinned,32,,,132742.5,19803.0,4148.203125,,,,,,,,,,,167450.0,32.0,,,,,,,,13380.901785714286,6685.616071428572
A,b1,1048576,128,pinned,128,,,604524.0,37016.5,4722.84375,,,,,,,,,,,716356.5,128.0,,,,,,,,3429.331473214286,4176.949776785715
A,b2,4096,1,pinned,1,,,2074.0,205.5,2074.0,,,,,,,,,,,2811.0,0.0,,,,,,,,489056.4285714286,158891.85714285713
A,b2,4096,8,pinned,8,,,11387.0,105.0,1423.375,,,,,,,,,,,19518.0,0.0,,,,,,,,19608.964285714286,8309.32142857143
A,b2,4096,32,pinned,32,,,41330.0,180.0,1291.5625,,,,,,,,,,,78096.5,0.0,,,,,,,,13257.191964285714,4635.334821428572
A,b2,4096,128,pinned,128,,,162110.0,1858.5,1266.484375,,,,,,,,,,,312160.5,0.0,,,,,,,,3436.7957589285716,1317.349330357143
A,b2,65536,1,pinned,1,,,1673.0,90.0,1673.0,,,,,,,,,,,3081.0,0.0,,,,,,,,207238.7142857143,116719.0
A,b2,65536,8,pinned,8,,,11066.5,310.5,1383.3125,,,,,,,,,,,19132.0,0.0,,,,,,,,17861.321428571428,-3181.785714285714
A,b2,65536,32,pinned,32,,,41135.0,451.0,1285.46875,,,,,,,,,,,72019.5,0.0,,,,,,,,8504.642857142857,4041.3214285714284
A,b2,65536,128,pinned,128,,,184113.0,11202.5,1438.3828125,,,,,,,,,,,296921.0,0.0,,,,,,,,4827.558035714285,1775.0814732142858
A,b2,1048576,1,pinned,1,,,2004.0,155.5,2004.0,,,,,,,,,,,1828.5,0.0,,,,,,,,256121.57142857142,128914.14285714286
A,b2,1048576,8,pinned,8,,,12459.0,536.0,1557.375,,,,,,,,,,,19302.5,0.0,,,,,,,,29748.64285714286,9629.19642857143
A,b2,1048576,32,pinned,32,,,47823.0,732.0,1494.46875,,,,,,,,,,,84138.0,0.0,,,,,,,,3928.8660714285716,3806.375
A,b2,1048576,128,pinned,128,,,150136.5,1517.5,1172.94140625,,,,,,,,,,,253703.0,0.0,,,,,,,,1375.5580357142858,320.4140625
A,b3,4096,1,pinned,1,,,3732.5,155.5,3732.5,,,,,,,,,,,3953.0,1.0,,,,,,,,92646.42857142857,39946.28571428572
A,b3,4096,8,pinned,8,,,26255.5,1462.5,3281.9375,,,,,,,,,,,25023.5,8.0,,,,,,,,38195.16071428572,17717.85714285714
A,b3,4096,32,pinned,32,,,101702.0,1317.5,3178.1875,,,,,,,,,,,102724.5,32.0,,,,,,,,2862.433035714286,4214.428571428572
A,b3,4096,128,pinned,128,,,417605.5,7444.5,3262.54296875,,,,,,,,,,,442794.5,128.0,,,,,,,,3077.5323660714284,2407.245535714286
A,b3,65536,1,pinned,1,,,3838.0,205.0,3838.0,,,,,,,,,,,4459.0,1.0,,,,,,,,636984.5714285715,241990.0
A,b3,65536,8,pinned,8,,,25259.0,1673.0,3157.375,,,,,,,,,,,24492.5,8.0,,,,,,,,33573.0,14562.642857142857
A,b3,65536,32,pinned,32,,,125784.5,6448.0,3930.765625,,,,,,,,,,,122197.0,32.0,,,,,,,,10823.214285714286,5752.227678571428
A,b3,65536,128,pinned,128,,,453741.0,21121.5,3544.8515625,,,,,,,,,,,458390.0,128.0,,,,,,,,1934.9229910714287,642.0479910714286
A,b3,1048576,1,pinned,1,,,5991.5,576.5,5991.5,,,,,,,,,,,4994.5,1.0,,,,,,,,500787.5714285714,53773.142857142855
A,b3,1048576,8,pinned,8,,,36711.5,2369.5,4588.9375,,,,,,,,,,,36149.5,8.0,,,,,,,,41423.96428571428,17205.035714285714
A,b3,1048576,32,pinned,32,,,135342.5,4899.5,4229.453125,,,,,,,,,,,160852.0,32.0,,,,,,,,9153.11607142857,1612.8526785714287
A,b3,1048576,128,pinned,128,,,556611.0,22609.0,4348.5234375,,,,,,,,,,,647412.5,128.0,,,,,,,,2573.6897321428573,2838.4285714285716
B,b0,4096,1,pinned,1,,,5240.5,186.5,5240.5,2013.5,100.5,2013.5,,7359.0,310.5,7359.0,,,,4384.0,2.0,,,2.0,,,,,378784.0,128520.28571428571
B,b0,4096,8,pinned,8,,,42237.5,2054.0,5279.6875,13466.5,451.5,1683.3125,,55918.5,2144.0,6989.8125,,,,28901.0,16.0,,,16.0,,,,,85953.51785714286,52410.46428571428
B,b0,4096,32,pinned,32,,,153473.0,4058.0,4796.03125,52106.0,331.0,1628.3125,,207042.0,6232.5,6470.0625,,,,118500.0,64.0,,,64.0,,,,,52972.93303571428,39719.75446428572
B,b0,4096,128,pinned,128,,,586443.5,9938.5,4581.58984375,216299.5,10135.0,1689.83984375,,804831.5,16632.5,6287.74609375,,,,463985.0,256.0,,,256.0,,,,,45188.40959821428,36496.088169642855
B,b0,65536,1,pinned,1,,,31647.0,3913.0,31647.0,19112.0,521.0,19112.0,,50643.5,4123.5,50643.5,,,,9453.5,17.0,,,17.0,,,,,1033765.0,664897.8571428572
B,b0,65536,8,pinned,8,,,227351.0,5721.0,28418.875,156533.5,4969.0,19566.6875,,384887.5,14158.0,48110.9375,,,,66930.0,136.0,,,136.0,,,,,739384.8035714285,569399.9464285715
B,b0,65536,32,pinned,32,,,933347.0,54912.5,29167.09375,759429.0,36581.0,23732.15625,,1720790.0,102018.0,53774.6875,,,,323402.5,544.0,,,544.0,,,,,681512.4241071428,546246.4732142857
B,b0,65536,128,pinned,128,,,4678447.5,491296.0,36550.37109375,3651848.0,130242.5,28530.0625,,8291623.0,372854.0,64778.3046875,,,,1490072.0,2176.0,,,2176.0,,,,,677163.8727678572,549559.7935267857
B,b0,1048576,1,pinned,1,,,401063.0,15309.5,401063.0,338191.5,21837.5,338191.5,,738062.0,33790.5,738062.0,,,,65582.0,257.0,,,257.0,,,,,11345691.142857144,8815215.0
B,b0,1048576,8,pinned,8,,,3681365.5,130784.0,460170.6875,3284058.5,147812.0,410507.3125,,6925552.0,264679.0,865694.0,,,,704607.5,2056.0,,,2056.0,,,,,10829175.17857143,8671444.5
B,b0,1048576,32,pinned,32,,,15883940.0,725417.5,496373.125,11771763.5,650592.5,367867.609375,,28029624.0,1509189.5,875925.75,,,,2788387.5,8224.0,,,8224.0,,,,,10811384.691964285,8618032.160714285
B,b0,1048576,128,pinned,128,,,62937008.0,1242509.5,491695.375,49310675.5,1032520.0,385239.65234375,,112825967.5,2364344.0,881452.87109375,,,,11726063.0,32896.0,,,32896.0,,,,,10807743.705357144,8679439.24107143
B,b1,4096,1,pinned,1,,,3582.0,156.0,3582.0,4098.0,346.0,4098.0,,7725.0,371.0,7725.0,,,,4404.0,1.0,1.0,,2.0,,,,,354247.4285714286,155522.85714285713
B,b1,4096,8,pinned,8,,,24513.0,1093.0,3064.125,29142.0,3031.5,3642.75,,55392.5,3968.5,6924.0625,,,,28785.5,8.0,8.0,,16.0,,,,,102132.01785714286,54659.78571428572
B,b1,4096,32,pinned,32,,,98596.5,2489.5,3081.140625,106922.5,1953.5,3341.328125,,210097.5,7183.0,6565.546875,,,,114767.5,32.0,32.0,,64.0,,,,,60073.46875,40004.67857142857
B,b1,4096,128,pinned,128,,,392732.0,7729.5,3068.21875,440229.5,23030.0,3439.29296875,,834309.5,32899.0,6518.04296875,,,,476715.0,128.0,128.0,,256.0,,,,,47303.60491071428,35778.91294642857
B,b1,65536,1,pinned,1,,,3803.0,311.5,3803.0,45428.0,911.5,45428.0,,49360.5,1523.5,49360.5,,,,9203.0,1.0,16.0,,17.0,,,,,862582.1428571428,656198.5714285715
B,b1,65536,8,pinned,8,,,26116.0,1388.0,3264.5,370343.5,30760.0,46292.9375,,396108.5,32854.5,49513.5625,,,,86603.0,8.0,128.0,,136.0,,,,,706010.0357142857,547587.7857142857
B,b1,65536,32,pinned,32,,,104573.0,3582.0,3267.90625,1503017.0,67942.0,46969.28125,,1608497.0,67325.5,50265.53125,,,,315046.5,32.0,512.0,,544.0,,,,,687174.9151785715,528663.5223214285
B,b1,65536,128,pinned,128,,,483077.0,39977.5,3774.0390625,7075273.0,362679.5,55275.5703125,,7629117.5,286350.0,59602.48046875,,,,1432099.0,128.0,2048.0,,2176.0,,,,,677709.796875,534329.7756696428
